timestamp,requests_count,log_requests,is_burst,burst_ratio,is_event,hour_of_day,day_of_week,hour_sin,hour_cos,rolling_mean_1h,rolling_std_1h,rolling_mean_5m,rolling_std_5m,lag_requests_1h,lag_requests_1d
1995-07-01 11:00:00,810,6.698268054115413,0,,0,11,5,0.258819045102521,-0.9659258262890682,,,,,,
1995-07-01 11:15:00,944,6.851184927493743,0,0.9999999987654321,0,11,5,0.258819045102521,-0.9659258262890682,810.0,0.0,810.0,0.0,,
1995-07-01 11:30:00,1006,6.914730892718563,0,1.0763968060702431,0,11,5,0.258819045102521,-0.9659258262890682,877.0,94.75230867899737,877.0,94.75230867899737,,
1995-07-01 11:45:00,798,6.683360945766275,0,1.093478259681002,0,11,5,0.258819045102521,-0.9659258262890682,920.0,100.17983829094555,920.0,100.17983829094555,,
1995-07-01 12:00:00,746,6.616065185132817,0,0.8971332199020424,0,12,5,1.2246467991473532e-16,-1.0,889.5,102.03757477844457,889.5,102.03757477844457,,
1995-07-01 12:15:00,679,6.522092798170152,0,0.8666356867255627,0,12,5,1.2246467991473532e-16,-1.0,860.8,109.21172098268573,860.8,109.21172098268573,,
1995-07-01 12:30:00,827,6.71901315438526,0,0.8175797702377126,0,12,5,1.2246467991473532e-16,-1.0,830.5,122.6796641664787,830.5,122.6796641664787,,
1995-07-01 12:45:00,737,6.6039438246004725,0,0.9963855409682102,0,12,5,1.2246467991473532e-16,-1.0,830.0,111.99851189487593,830.0,111.99851189487593,,
1995-07-01 13:00:00,697,6.548219102762372,0,0.9005651432404886,0,13,5,-0.2588190451025208,-0.9659258262890683,818.375,108.77885495680806,818.375,108.77885495680806,,
1995-07-01 13:15:00,538,6.289715570908998,0,0.8659580331593564,0,13,5,-0.2588190451025208,-0.9659258262890683,804.8888888888889,109.50164889676826,804.8888888888889,109.50164889676826,,
1995-07-01 13:30:00,534,6.282266746896006,0,0.6913389865184542,0,13,5,-0.2588190451025208,-0.9659258262890683,778.2,133.34649934996003,778.2,133.34649934996003,,
1995-07-01 13:45:00,499,6.214608098422191,0,0.706349205414882,0,13,5,-0.2588190451025208,-0.9659258262890683,756.0,146.3707621077379,756.0,146.3707621077379,,
1995-07-01 14:00:00,500,6.2166061010848646,0,0.6792966525069132,0,14,5,-0.4999999999999998,-0.8660254037844388,734.5833333333334,158.05318916763625,734.5833333333334,158.05318916763625,810.0,
1995-07-01 14:15:00,420,6.042632833682381,0,0.7054673711386704,0,14,5,-0.4999999999999998,-0.8660254037844388,708.75,169.52399937364729,708.75,169.52399937364729,944.0,
1995-07-01 14:30:00,398,5.988961416889864,0,0.6314998111041226,0,14,5,-0.4999999999999998,-0.8660254037844388,665.0833333333334,170.90000177314397,665.0833333333334,170.90000177314397,1006.0,
1995-07-01 14:45:00,403,6.0014148779611505,0,0.6477688854234062,0,14,5,-0.4999999999999998,-0.8660254037844388,614.4166666666666,149.41671948147592,614.4166666666666,149.41671948147592,798.0,
1995-07-01 15:00:00,409,6.016157159698354,0,0.6930352524625362,0,15,5,-0.7071067811865471,-0.7071067811865479,581.5,148.80463091523126,581.5,148.80463091523126,746.0,
1995-07-01 15:15:00,310,5.739792912179234,0,0.7390453231638995,0,15,5,-0.7071067811865471,-0.7071067811865479,553.4166666666666,146.7226563240589,553.4166666666666,146.7226563240589,679.0,
1995-07-01 15:30:00,405,6.0063531596017325,0,0.5931122437631782,0,15,5,-0.7071067811865471,-0.7071067811865479,522.6666666666666,156.36108172684118,522.6666666666666,156.36108172684118,827.0,
1995-07-01 15:45:00,350,5.860786223465865,0,0.8307692290650888,0,15,5,-0.7071067811865471,-0.7071067811865479,487.5,126.24759223626634,487.5,126.24759223626634,737.0,
1995-07-01 16:00:00,282,5.645446897643238,0,0.768808345373293,0,16,5,-0.8660254037844384,-0.5000000000000004,455.25,104.2280061822508,455.25,104.2280061822508,697.0,
1995-07-01 16:15:00,331,5.805134968916488,0,0.6703644991988166,0,16,5,-0.8660254037844384,-0.5000000000000004,420.6666666666667,83.51301840087137,420.6666666666667,83.51301840087137,538.0,
1995-07-01 16:30:00,336,5.820082930352362,0,0.820491631926069,0,16,5,-0.8660254037844384,-0.5000000000000004,403.4166666666667,78.28904292699127,403.4166666666667,78.28904292699127,534.0,
