timestamp,requests_count,scenario
0,5.211761893676941,OSCILLATING_SPIKE
1,0.8379364029139015,OSCILLATING_SPIKE
2,0.0,OSCILLATING_SPIKE
3,9.055248903105273,OSCILLATING_SPIKE
4,0.0,OSCILLATING_SPIKE
5,4.874869961907655,OSCILLATING_SPIKE
6,0.0,OSCILLATING_SPIKE
7,13.919519684756622,OSCILLATING_SPIKE
8,2.1298519388083976,OSCILLATING_SPIKE
9,6.950996070577043,OSCILLATING_SPIKE
10,0.0,OSCILLATING_SPIKE
11,9.897122623214392,OSCILLATING_SPIKE
12,13.624726217278223,OSCILLATING_SPIKE
13,0.0,OSCILLATING_SPIKE
14,0.0,OSCILLATING_SPIKE
15,3.988986944093333,OSCILLATING_SPIKE
16,0.0,OSCILLATING_SPIKE
17,14.245106190566315,OSCILLATING_SPIKE
18,1.5503840263498638,OSCILLATING_SPIKE
19,11.190352285351269,OSCILLATING_SPIKE
20,0.5773987816273791,OSCILLATING_SPIKE
21,25.35614583264772,OSCILLATING_SPIKE
22,7.555857384861999,OSCILLATING_SPIKE
23,6.269017387469118,OSCILLATING_SPIKE
24,11.453741800045089,OSCILLATING_SPIKE
25,0.0,OSCILLATING_SPIKE
26,0.32432768593888994,OSCILLATING_SPIKE
27,0.0,OSCILLATING_SPIKE
28,0.0,OSCILLATING_SPIKE
29,16.30475366503984,OSCILLATING_SPIKE
30,10.89375204089436,OSCILLATING_SPIKE
31,0.0,OSCILLATING_SPIKE
32,0.0,OSCILLATING_SPIKE
33,0.0,OSCILLATING_SPIKE
34,0.0,OSCILLATING_SPIKE
35,0.0,OSCILLATING_SPIKE
36,0.0,OSCILLATING_SPIKE
37,0.0,OSCILLATING_SPIKE
38,0.0,OSCILLATING_SPIKE
39,0.0,OSCILLATING_SPIKE
40,0.0,OSCILLATING_SPIKE
41,0.0,OSCILLATING_SPIKE
42,7.160835887935882,OSCILLATING_SPIKE
43,2.0657546058381637,OSCILLATING_SPIKE
44,5.008430828299398,OSCILLATING_SPIKE
45,16.48460233817189,OSCILLATING_SPIKE
46,0.0,OSCILLATING_SPIKE
47,0.0,OSCILLATING_SPIKE
48,0.0,OSCILLATING_SPIKE
49,0.0,OSCILLATING_SPIKE
50,24.657507991079516,OSCILLATING_SPIKE
51,5.7365796908825,OSCILLATING_SPIKE
