timestamp,requests_count,scenario
0,0.0,SUSTAINED_DDOS
1,0.0,SUSTAINED_DDOS
2,32.26047273388561,SUSTAINED_DDOS
3,0.0,SUSTAINED_DDOS
4,4.093111292687809,SUSTAINED_DDOS
5,0.0,SUSTAINED_DDOS
6,0.0,SUSTAINED_DDOS
7,0.0,SUSTAINED_DDOS
8,0.47661458022876224,SUSTAINED_DDOS
9,0.28522431016149713,SUSTAINED_DDOS
10,13.253097423232077,SUSTAINED_DDOS
11,0.0,SUSTAINED_DDOS
12,17.24621907940917,SUSTAINED_DDOS
13,0.0,SUSTAINED_DDOS
14,8.016152602069273,SUSTAINED_DDOS
15,2.3981623442267304,SUSTAINED_DDOS
16,4.163565869015947,SUSTAINED_DDOS
17,8.973317458575252,SUSTAINED_DDOS
18,0.0,SUSTAINED_DDOS
19,0.0,SUSTAINED_DDOS
20,7.573746499398492,SUSTAINED_DDOS
21,0.0,SUSTAINED_DDOS
22,0.0,SUSTAINED_DDOS
23,7.635861700448382,SUSTAINED_DDOS
24,1.1294928742715915,SUSTAINED_DDOS
25,4.207885345264952,SUSTAINED_DDOS
26,0.0,SUSTAINED_DDOS
27,5.7557776515775565,SUSTAINED_DDOS
28,0.0,SUSTAINED_DDOS
29,9.455400703985937,SUSTAINED_DDOS
30,0.0,SUSTAINED_DDOS
31,5.618788263918685,SUSTAINED_DDOS
32,0.0,SUSTAINED_DDOS
33,13.252995414063275,SUSTAINED_DDOS
34,5.1803993527409675,SUSTAINED_DDOS
35,2.806727648752889,SUSTAINED_DDOS
36,4.907841482375411,SUSTAINED_DDOS
37,13.845511778140924,SUSTAINED_DDOS
38,0.03163221176243913,SUSTAINED_DDOS
39,0.0,SUSTAINED_DDOS
40,0.0,SUSTAINED_DDOS
41,0.0,SUSTAINED_DDOS
42,0.0,SUSTAINED_DDOS
43,8.335138085617883,SUSTAINED_DDOS
44,0.0,SUSTAINED_DDOS
45,9.691496069573137,SUSTAINED_DDOS
46,17.507761566333542,SUSTAINED_DDOS
47,18.456576645093364,SUSTAINED_DDOS
48,0.0,SUSTAINED_DDOS
49,0.696257039071672,SUSTAINED_DDOS
50,0.0,SUSTAINED_DDOS
51,10.577039341596086,SUSTAINED_DDOS
52,9.822303317910729,SUSTAINED_DDOS
53,0.0,SUSTAINED_DDOS
54,0.0,SUSTAINED_DDOS
55,0.0,SUSTAINED_DDOS
56,1.059253752232606,SUSTAINED_DDOS
57,0.0,SUSTAINED_DDOS
58,7.1666262572485735,SUSTAINED_DDOS
59,10.012986829086824,SUSTAINED_DDOS
60,9.7628238554544,SUSTAINED_DDOS
61,0.0,SUSTAINED_DDOS
62,1.1919108574938728,SUSTAINED_DDOS
63,0.0,SUSTAINED_DDOS
64,0.0,SUSTAINED_DDOS
65,4.367914389175751,SUSTAINED_DDOS
66,9.661112145475233,SUSTAINED_DDOS
67,0.0,SUSTAINED_DDOS
68,18.090415579951134,SUSTAINED_DDOS
69,14.017410765188545,SUSTAINED_DDOS
70,7.875355107095553,SUSTAINED_DDOS
71,0.0,SUSTAINED_DDOS
72,0.0,SUSTAINED_DDOS
73,6.534380596958851,SUSTAINED_DDOS
74,0.0,SUSTAINED_DDOS
75,0.0,SUSTAINED_DDOS
76,8.25946979388966,SUSTAINED_DDOS
77,3.9233360612679475,SUSTAINED_DDOS
78,0.0,SUSTAINED_DDOS
79,1.9662652433521013,SUSTAINED_DDOS
80,1.1478405595161976,SUSTAINED_DDOS
81,23.42528327303664,SUSTAINED_DDOS
82,11.28194904427076,SUSTAINED_DDOS
83,0.0,SUSTAINED_DDOS
84,0.0,SUSTAINED_DDOS
85,20.265283017862302,SUSTAINED_DDOS
86,15.60602133627701,SUSTAINED_DDOS
87,0.0,SUSTAINED_DDOS
88,13.989750276785545,SUSTAINED_DDOS
89,9.180201053746762,SUSTAINED_DDOS
90,0.9426783186343535,SUSTAINED_DDOS
91,3.1582525919617583,SUSTAINED_DDOS
92,3.140535910960857,SUSTAINED_DDOS
93,9.536065698973111,SUSTAINED_DDOS
94,0.0,SUSTAINED_DDOS
95,0.0,SUSTAINED_DDOS
96,6.756106308336328,SUSTAINED_DDOS
97,8.889613790620139,SUSTAINED_DDOS
98,18.45823958984336,SUSTAINED_DDOS
99,16.28672230029823,SUSTAINED_DDOS
100,0.0,SUSTAINED_DDOS
101,0.0,SUSTAINED_DDOS
102,8.448835408555734,SUSTAINED_DDOS
103,13.076905511059515,SUSTAINED_DDOS
104,11.682669641742716,SUSTAINED_DDOS
105,9.64211987632152,SUSTAINED_DDOS
106,9.163317190280042,SUSTAINED_DDOS
107,10.607745422729119,SUSTAINED_DDOS
108,11.409157366992442,SUSTAINED_DDOS
109,0.0,SUSTAINED_DDOS
110,7.953904349721151,SUSTAINED_DDOS
111,4.633506913187961,SUSTAINED_DDOS
112,2.787518563057455,SUSTAINED_DDOS
113,14.349287042663203,SUSTAINED_DDOS
114,0.0,SUSTAINED_DDOS
115,12.58170615122684,SUSTAINED_DDOS
116,15.574234157197758,SUSTAINED_DDOS
117,0.0,SUSTAINED_DDOS
118,0.0,SUSTAINED_DDOS
119,11.193600077238205,SUSTAINED_DDOS
120,2.0806340982429035,SUSTAINED_DDOS
121,14.499791638362488,SUSTAINED_DDOS
122,9.811433122715131,SUSTAINED_DDOS
123,0.0,SUSTAINED_DDOS
124,10.556681439794046,SUSTAINED_DDOS
125,4.912763509903826,SUSTAINED_DDOS
126,0.0,SUSTAINED_DDOS
127,0.0,SUSTAINED_DDOS
128,0.0,SUSTAINED_DDOS
129,6.252674647044699,SUSTAINED_DDOS
130,9.602316547917543,SUSTAINED_DDOS
131,15.856660076122646,SUSTAINED_DDOS
132,5.585268030630674,SUSTAINED_DDOS
133,9.795971352513183,SUSTAINED_DDOS
134,0.0,SUSTAINED_DDOS
135,0.0,SUSTAINED_DDOS
136,10.363733403929853,SUSTAINED_DDOS
137,16.97968325989192,SUSTAINED_DDOS
138,2.4555478521163945,SUSTAINED_DDOS
139,0.0,SUSTAINED_DDOS
140,3.8407888071443317,SUSTAINED_DDOS
141,3.2712788316866144,SUSTAINED_DDOS
142,8.682794006253923,SUSTAINED_DDOS
143,12.612075726268172,SUSTAINED_DDOS
144,0.0,SUSTAINED_DDOS
145,6.2833329413787435,SUSTAINED_DDOS
146,13.163460140984075,SUSTAINED_DDOS
147,1.1733011925181547,SUSTAINED_DDOS
148,17.95751953072906,SUSTAINED_DDOS
149,6.322539289711919,SUSTAINED_DDOS
150,13.619578023380324,SUSTAINED_DDOS
151,7.802862500364383,SUSTAINED_DDOS
152,0.9243491941526223,SUSTAINED_DDOS
153,22.260610025159394,SUSTAINED_DDOS
