timestamp,requests_count,log_requests,is_burst,burst_ratio,is_event,hour_of_day,day_of_week,hour_sin,hour_cos,lag_requests_5m,lag_requests_15m,rolling_max_1h,rolling_mean_1h,lag_requests_6h,lag_requests_1d
1995-07-01 11:00:00,810,6.698268054115413,0,,0,11,5,0.258819045102521,-0.9659258262890682,,,,,,
1995-07-01 11:15:00,944,6.851184927493743,0,0.9999999987654321,0,11,5,0.258819045102521,-0.9659258262890682,810.0,,810.0,810.0,,
1995-07-01 11:30:00,1006,6.914730892718563,0,1.0763968060702431,0,11,5,0.258819045102521,-0.9659258262890682,944.0,,944.0,877.0,,
1995-07-01 11:45:00,798,6.683360945766275,0,1.093478259681002,0,11,5,0.258819045102521,-0.9659258262890682,1006.0,810.0,1006.0,920.0,,
1995-07-01 12:00:00,746,6.616065185132817,0,0.8971332199020424,0,12,5,1.2246467991473532e-16,-1.0,798.0,944.0,1006.0,889.5,,
1995-07-01 12:15:00,679,6.522092798170152,0,0.8666356867255627,0,12,5,1.2246467991473532e-16,-1.0,746.0,1006.0,1006.0,860.8,,
1995-07-01 12:30:00,827,6.71901315438526,0,0.8175797702377126,0,12,5,1.2246467991473532e-16,-1.0,679.0,798.0,1006.0,830.5,,
1995-07-01 12:45:00,737,6.6039438246004725,0,0.9963855409682102,0,12,5,1.2246467991473532e-16,-1.0,827.0,746.0,1006.0,830.0,,
1995-07-01 13:00:00,697,6.548219102762372,0,0.9005651432404886,0,13,5,-0.2588190451025208,-0.9659258262890683,737.0,679.0,1006.0,818.375,,
1995-07-01 13:15:00,538,6.289715570908998,0,0.8659580331593564,0,13,5,-0.2588190451025208,-0.9659258262890683,697.0,827.0,1006.0,804.8888888888889,,
1995-07-01 13:30:00,534,6.282266746896006,0,0.6913389865184542,0,13,5,-0.2588190451025208,-0.9659258262890683,538.0,737.0,1006.0,778.2,,
1995-07-01 13:45:00,499,6.214608098422191,0,0.706349205414882,0,13,5,-0.2588190451025208,-0.9659258262890683,534.0,697.0,1006.0,756.0,,
1995-07-01 14:00:00,500,6.2166061010848646,0,0.6792966525069132,0,14,5,-0.4999999999999998,-0.8660254037844388,499.0,538.0,1006.0,734.5833333333334,,
1995-07-01 14:15:00,420,6.042632833682381,0,0.7054673711386704,0,14,5,-0.4999999999999998,-0.8660254037844388,500.0,534.0,1006.0,708.75,,
1995-07-01 14:30:00,398,5.988961416889864,0,0.6314998111041226,0,14,5,-0.4999999999999998,-0.8660254037844388,420.0,499.0,1006.0,665.0833333333334,,
1995-07-01 14:45:00,403,6.0014148779611505,0,0.6477688854234062,0,14,5,-0.4999999999999998,-0.8660254037844388,398.0,500.0,827.0,614.4166666666666,,
1995-07-01 15:00:00,409,6.016157159698354,0,0.6930352524625362,0,15,5,-0.7071067811865471,-0.7071067811865479,403.0,420.0,827.0,581.5,,
1995-07-01 15:15:00,310,5.739792912179234,0,0.7390453231638995,0,15,5,-0.7071067811865471,-0.7071067811865479,409.0,398.0,827.0,553.4166666666666,,
1995-07-01 15:30:00,405,6.0063531596017325,0,0.5931122437631782,0,15,5,-0.7071067811865471,-0.7071067811865479,310.0,403.0,827.0,522.6666666666666,,
1995-07-01 15:45:00,350,5.860786223465865,0,0.8307692290650888,0,15,5,-0.7071067811865471,-0.7071067811865479,405.0,409.0,737.0,487.5,,
1995-07-01 16:00:00,282,5.645446897643238,0,0.768808345373293,0,16,5,-0.8660254037844384,-0.5000000000000004,350.0,310.0,697.0,455.25,,
1995-07-01 16:15:00,331,5.805134968916488,0,0.6703644991988166,0,16,5,-0.8660254037844384,-0.5000000000000004,282.0,405.0,538.0,420.6666666666667,,
1995-07-01 16:30:00,336,5.820082930352362,0,0.820491631926069,0,16,5,-0.8660254037844384,-0.5000000000000004,331.0,350.0,534.0,403.4166666666667,,
1995-07-01 16:45:00,391,5.971261839790462,0,0.8684040468617599,0,16,5,-0.8660254037844384,-0.5000000000000004,336.0,282.0,500.0,386.9166666666667,,
1995-07-01 17:00:00,373,5.924255797414532,0,1.0346196224001245,0,17,5,-0.9659258262890683,-0.25881904510252063,391.0,331.0,500.0,377.9166666666667,,
1995-07-01 17:15:00,396,5.983936280687191,0,1.015426494513358,0,17,5,-0.9659258262890683,-0.25881904510252063,373.0,336.0,420.0,367.3333333333333,,
1995-07-01 17:30:00,417,6.035481432524756,0,1.0839416028724227,0,17,5,-0.9659258262890683,-0.25881904510252063,396.0,391.0,409.0,365.3333333333333,,
1995-07-01 17:45:00,342,5.8377304471659395,0,1.1364978392827676,0,17,5,-0.9659258262890683,-0.25881904510252063,417.0,373.0,417.0,366.9166666666667,,
